Time,ax,ay,az
42:07.4,-0.902,0.316,0.188
42:07.4,-0.902,0.32,0.184
42:07.4,-0.902,0.324,0.184
42:07.4,-0.902,0.328,0.18
42:07.4,-0.902,0.328,0.176
42:07.4,-0.898,0.328,0.176
42:07.4,-0.898,0.324,0.18
42:07.4,-0.898,0.324,0.176
42:07.4,-0.902,0.316,0.176
42:07.4,-0.91,0.313,0.176
42:07.5,-0.91,0.313,0.164
42:07.5,-0.91,0.313,0.168
42:07.5,-0.91,0.309,0.172
42:07.5,-0.906,0.305,0.176
42:07.5,-0.922,0.313,0.176
42:07.5,-0.922,0.309,0.191
42:07.5,-0.922,0.313,0.184
42:07.5,-0.914,0.316,0.191
42:07.5,-0.91,0.32,0.195
42:07.5,-0.91,0.32,0.188
42:07.6,-0.914,0.324,0.184
42:07.6,-0.914,0.32,0.188
42:07.6,-0.91,0.32,0.188
42:07.6,-0.91,0.32,0.18
42:07.6,-0.914,0.316,0.18
42:07.6,-0.914,0.313,0.18
42:07.6,-0.922,0.309,0.176
42:07.6,-0.918,0.309,0.176
42:07.6,-0.914,0.305,0.18
42:07.6,-0.914,0.301,0.18
42:07.7,-0.914,0.297,0.184
42:07.7,-0.914,0.293,0.188
42:07.7,-0.91,0.293,0.184
42:07.7,-0.914,0.285,0.188
42:07.7,-0.918,0.289,0.188
42:07.7,-0.934,0.289,0.184
42:07.7,-0.938,0.285,0.18
42:07.7,-0.934,0.289,0.18
42:07.7,-0.926,0.289,0.18
42:07.7,-0.926,0.285,0.18
42:07.8,-0.922,0.281,0.18
42:07.8,-0.918,0.281,0.176
42:07.8,-0.914,0.285,0.176
42:07.8,-0.914,0.285,0.176
42:07.8,-0.914,0.289,0.176
42:07.8,-0.922,0.285,0.176
42:07.8,-0.918,0.281,0.176
42:07.8,-0.918,0.281,0.176
42:07.8,-0.918,0.285,0.18
42:07.8,-0.922,0.277,0.18
42:07.9,-0.922,0.27,0.18
42:07.9,-0.93,0.266,0.188
42:07.9,-0.926,0.266,0.188
42:07.9,-0.918,0.277,0.188
42:07.9,-0.918,0.277,0.191
42:07.9,-0.926,0.281,0.184
42:07.9,-0.934,0.277,0.184
42:07.9,-0.93,0.273,0.184
42:07.9,-0.926,0.277,0.18
42:08.0,-0.934,0.273,0.176
42:08.0,-0.934,0.27,0.176
42:08.0,-0.93,0.277,0.176
42:08.0,-0.922,0.277,0.176
42:08.0,-0.914,0.285,0.18
42:08.0,-0.918,0.285,0.176
42:08.0,-0.918,0.277,0.18
42:08.0,-0.922,0.277,0.18
42:08.0,-0.926,0.273,0.176
42:08.0,-0.926,0.273,0.176
42:08.0,-0.922,0.277,0.176
42:08.1,-0.918,0.285,0.184
42:08.1,-0.918,0.289,0.184
42:08.1,-0.922,0.297,0.188
42:08.1,-0.918,0.297,0.184
42:08.1,-0.926,0.301,0.184
42:08.1,-0.93,0.297,0.18
42:08.1,-0.93,0.297,0.176
42:08.1,-0.926,0.297,0.176
42:08.1,-0.922,0.293,0.176
42:08.1,-0.922,0.293,0.176
42:08.2,-0.922,0.293,0.18
42:08.2,-0.922,0.281,0.184
42:08.2,-0.918,0.266,0.188
42:08.2,-0.91,0.273,0.191
42:08.2,-0.906,0.273,0.199
42:08.2,-0.906,0.273,0.195
42:08.2,-0.91,0.285,0.188
42:08.2,-0.918,0.289,0.188
42:08.2,-0.922,0.285,0.188
42:08.2,-0.922,0.289,0.184
42:08.3,-0.922,0.293,0.18
42:08.3,-0.926,0.293,0.176
42:08.3,-0.922,0.293,0.176
42:08.3,-0.914,0.289,0.176
42:08.3,-0.918,0.281,0.184
42:08.3,-0.918,0.277,0.188
42:08.3,-0.922,0.273,0.188
42:08.3,-0.918,0.273,0.191
42:08.3,-0.914,0.277,0.188
42:08.3,-0.91,0.289,0.195
42:08.4,-0.91,0.293,0.199
42:08.4,-0.91,0.293,0.199
42:08.4,-0.91,0.293,0.195
42:08.4,-0.914,0.293,0.188
42:08.4,-0.906,0.293,0.184
42:08.4,-0.91,0.297,0.18
42:08.4,-0.918,0.297,0.18
42:08.4,-0.922,0.293,0.176
42:08.4,-0.918,0.297,0.176
42:08.4,-0.922,0.301,0.176
42:08.5,-0.922,0.305,0.18
42:08.5,-0.918,0.301,0.176
42:08.5,-0.914,0.309,0.176
42:08.5,-0.914,0.309,0.18
42:08.5,-0.922,0.313,0.18
42:08.5,-0.914,0.313,0.188
42:08.5,-0.918,0.313,0.188
42:08.5,-0.918,0.313,0.184
42:08.5,-0.914,0.313,0.184
42:08.5,-0.914,0.313,0.184
42:08.6,-0.91,0.313,0.18
42:08.6,-0.91,0.313,0.18
42:08.6,-0.91,0.305,0.176
42:08.6,-0.914,0.301,0.18
42:08.6,-0.914,0.297,0.176
42:08.6,-0.922,0.297,0.176
42:08.6,-0.926,0.301,0.172
42:08.6,-0.922,0.309,0.176
42:08.6,-0.922,0.313,0.176
42:08.7,-0.914,0.316,0.176
42:08.7,-0.91,0.316,0.176
42:08.7,-0.91,0.305,0.18
42:08.7,-0.906,0.305,0.176
42:08.7,-0.906,0.297,0.176
42:08.7,-0.906,0.293,0.176
42:08.7,-0.906,0.289,0.176
42:08.7,-0.91,0.293,0.176
42:08.7,-0.91,0.289,0.176
42:08.7,-0.918,0.289,0.18
42:08.7,-0.926,0.289,0.18
42:08.8,-0.922,0.293,0.184
42:08.8,-0.918,0.293,0.184
42:08.8,-0.926,0.297,0.184
42:08.8,-0.934,0.305,0.184
42:08.8,-0.922,0.316,0.18
42:08.8,-0.918,0.316,0.18
42:08.8,-0.914,0.316,0.168
42:08.8,-0.91,0.32,0.172
42:08.8,-0.906,0.324,0.172
42:08.8,-0.898,0.324,0.172
42:08.9,-0.895,0.324,0.172
42:08.9,-0.895,0.32,0.172
42:08.9,-0.898,0.32,0.172
42:08.9,-0.906,0.309,0.168
42:08.9,-0.906,0.309,0.164
42:08.9,-0.914,0.309,0.168
42:08.9,-0.914,0.309,0.172
42:08.9,-0.922,0.305,0.176
42:08.9,-0.922,0.305,0.172
42:08.9,-0.926,0.301,0.172
42:09.0,-0.926,0.305,0.168
42:09.0,-0.93,0.309,0.172
42:09.0,-0.926,0.305,0.172
42:09.0,-0.918,0.305,0.168
42:09.0,-0.93,0.297,0.168
42:09.0,-0.922,0.293,0.172
42:09.0,-0.922,0.293,0.168
42:09.0,-0.922,0.289,0.172
42:09.0,-0.918,0.289,0.172
42:09.0,-0.918,0.289,0.172
42:09.1,-0.922,0.289,0.176
42:09.1,-0.918,0.293,0.176
42:09.1,-0.914,0.293,0.176
42:09.1,-0.914,0.297,0.172
42:09.1,-0.914,0.297,0.164
42:09.1,-0.914,0.305,0.168
42:09.1,-0.918,0.309,0.168
42:09.1,-0.914,0.309,0.172
42:09.1,-0.914,0.313,0.172
42:09.1,-0.91,0.313,0.176
42:09.2,-0.914,0.316,0.176
42:09.2,-0.918,0.313,0.168
42:09.2,-0.926,0.309,0.168
42:09.2,-0.926,0.301,0.168
42:09.2,-0.922,0.301,0.172
42:09.2,-0.918,0.301,0.172
42:09.2,-0.91,0.301,0.168
42:09.2,-0.91,0.297,0.168
42:09.2,-0.91,0.297,0.172
42:09.2,-0.91,0.293,0.172
42:09.3,-0.91,0.293,0.176
42:09.3,-0.91,0.297,0.176
42:09.3,-0.91,0.305,0.176
42:09.3,-0.914,0.305,0.176
42:09.3,-0.91,0.305,0.176
42:09.3,-0.914,0.305,0.172
42:09.3,-0.914,0.313,0.168
42:09.3,-0.914,0.313,0.156
42:09.3,-0.91,0.32,0.156
42:09.3,-0.91,0.32,0.16
42:09.4,-0.91,0.32,0.164
42:09.4,-0.91,0.328,0.168
42:09.4,-0.914,0.328,0.168
42:09.4,-0.914,0.328,0.164
42:09.4,-0.918,0.328,0.164
42:09.4,-0.914,0.324,0.164
42:09.4,-0.918,0.324,0.164
42:09.4,-0.914,0.324,0.164
42:09.4,-0.918,0.32,0.164
42:09.4,-0.914,0.32,0.164
42:09.5,-0.914,0.32,0.168
42:09.5,-0.918,0.324,0.168
42:09.5,-0.926,0.32,0.168
42:09.5,-0.934,0.313,0.168
42:09.5,-0.945,0.309,0.164
42:09.5,-0.934,0.316,0.176
42:09.5,-0.926,0.328,0.168
42:09.5,-0.918,0.34,0.16
42:09.5,-0.918,0.344,0.164
42:09.5,-0.914,0.348,0.176
42:09.6,-0.914,0.371,0.191
42:09.6,-0.918,0.418,0.18
42:09.6,-0.914,0.418,0.199
42:09.6,-0.918,0.395,0.191
42:09.6,-0.918,0.387,0.191
42:09.6,-0.914,0.387,0.191
42:09.6,-0.918,0.352,0.188
42:09.6,-0.91,0.305,0.191
42:09.6,-0.895,0.258,0.188
42:09.6,-0.891,0.184,0.18
42:09.7,-0.883,0.137,0.188
42:09.7,-0.883,0.113,0.188
42:09.7,-0.879,0.105,0.184
42:09.7,-0.879,0.129,0.18
42:09.7,-0.883,0.164,0.176
42:09.7,-0.883,0.207,0.176
42:09.7,-0.891,0.23,0.168
42:09.7,-0.902,0.246,0.164
42:09.7,-0.91,0.262,0.16
42:09.7,-0.918,0.273,0.164
42:09.8,-0.934,0.301,0.16
42:09.8,-0.938,0.344,0.156
42:09.8,-0.945,0.371,0.145
42:09.8,-0.961,0.383,0.148
42:09.8,-0.98,0.383,0.16
42:09.8,-0.977,0.355,0.168
42:09.8,-0.969,0.316,0.172
42:09.8,-0.949,0.285,0.164
42:09.8,-0.938,0.254,0.148
42:09.8,-0.93,0.238,0.141
42:09.9,-0.918,0.23,0.137
42:09.9,-0.918,0.23,0.137
42:09.9,-0.918,0.238,0.145
42:09.9,-0.922,0.234,0.148
42:09.9,-0.926,0.234,0.156
42:09.9,-0.926,0.242,0.164
42:09.9,-0.93,0.242,0.172
42:09.9,-0.934,0.246,0.176
42:09.9,-0.938,0.25,0.176
42:09.9,-0.938,0.254,0.176
42:10.0,-0.941,0.258,0.176
42:10.0,-0.945,0.254,0.176
42:10.0,-0.941,0.258,0.18
42:10.0,-0.941,0.258,0.18
42:10.0,-0.949,0.258,0.176
42:10.0,-0.941,0.262,0.176
42:10.0,-0.941,0.262,0.168
42:10.0,-0.934,0.266,0.168
42:10.0,-0.926,0.266,0.164
42:10.0,-0.922,0.262,0.164
42:10.1,-0.918,0.258,0.164
42:10.1,-0.922,0.254,0.164
42:10.1,-0.93,0.258,0.168
42:10.1,-0.922,0.254,0.168
42:10.1,-0.93,0.254,0.168
42:10.1,-0.934,0.254,0.168
42:10.1,-0.938,0.254,0.172
42:10.1,-0.938,0.25,0.168
42:10.1,-0.938,0.254,0.168
42:10.2,-0.938,0.254,0.168
42:10.2,-0.934,0.254,0.168
42:10.2,-0.934,0.254,0.164
42:10.2,-0.938,0.254,0.16
42:10.2,-0.934,0.258,0.16
42:10.2,-0.93,0.254,0.16
42:10.2,-0.938,0.25,0.16
42:10.2,-0.938,0.254,0.168
42:10.2,-0.941,0.254,0.164
42:10.2,-0.938,0.25,0.168
42:10.2,-0.934,0.254,0.168
42:10.3,-0.934,0.254,0.172
42:10.3,-0.934,0.258,0.168
42:10.3,-0.938,0.258,0.164
42:10.3,-0.934,0.266,0.164
42:10.3,-0.938,0.27,0.164
42:10.3,-0.938,0.266,0.164
42:10.3,-0.93,0.27,0.156
42:10.3,-0.938,0.266,0.16
42:10.3,-0.938,0.262,0.164
42:10.3,-0.941,0.262,0.16
42:10.4,-0.941,0.262,0.164
42:10.4,-0.938,0.262,0.168
42:10.4,-0.938,0.262,0.168
42:10.4,-0.934,0.266,0.164
42:10.4,-0.934,0.273,0.168
42:10.4,-0.938,0.273,0.172
42:10.4,-0.934,0.273,0.172
42:10.4,-0.934,0.27,0.176
42:10.4,-0.934,0.266,0.176
42:10.4,-0.938,0.262,0.172
42:10.5,-0.93,0.262,0.168
42:10.5,-0.934,0.262,0.172
42:10.5,-0.938,0.262,0.168
42:10.5,-0.938,0.27,0.168
42:10.5,-0.945,0.273,0.164
42:10.5,-0.941,0.266,0.168
42:10.5,-0.934,0.27,0.164
42:10.5,-0.93,0.273,0.164
42:10.5,-0.93,0.273,0.164
42:10.5,-0.934,0.273,0.168
42:10.6,-0.934,0.266,0.172
42:10.6,-0.926,0.266,0.176
42:10.6,-0.926,0.266,0.176
42:10.6,-0.93,0.262,0.168
42:10.6,-0.934,0.266,0.172
42:10.6,-0.93,0.27,0.172
42:10.6,-0.926,0.266,0.176
42:10.6,-0.926,0.266,0.172
42:10.6,-0.93,0.262,0.168
42:10.6,-0.934,0.27,0.172
42:10.7,-0.938,0.277,0.168
42:10.7,-0.926,0.277,0.172
42:10.7,-0.93,0.273,0.172
42:10.7,-0.926,0.273,0.172
42:10.7,-0.934,0.273,0.168
42:10.7,-0.934,0.273,0.168
42:10.7,-0.926,0.273,0.172
42:10.7,-0.926,0.27,0.168
42:10.7,-0.926,0.266,0.172
42:10.7,-0.926,0.266,0.172
42:10.8,-0.93,0.266,0.164
42:10.8,-0.926,0.266,0.168
42:10.8,-0.93,0.266,0.168
42:10.8,-0.93,0.266,0.168
42:10.8,-0.93,0.258,0.168
42:10.8,-0.93,0.254,0.172
42:10.8,-0.934,0.254,0.176
42:10.8,-0.938,0.254,0.18
42:10.8,-0.938,0.254,0.176
42:10.9,-0.941,0.262,0.176
42:10.9,-0.938,0.262,0.168
42:10.9,-0.934,0.262,0.164
42:10.9,-0.934,0.266,0.168
42:10.9,-0.93,0.266,0.172
42:10.9,-0.93,0.258,0.176
42:10.9,-0.93,0.254,0.18
42:10.9,-0.934,0.25,0.176
42:10.9,-0.938,0.258,0.176
42:10.9,-0.938,0.262,0.176
42:10.9,-0.93,0.273,0.164
42:11.0,-0.93,0.281,0.164
42:11.0,-0.938,0.281,0.164
42:11.0,-0.934,0.277,0.164
42:11.0,-0.93,0.273,0.172
42:11.0,-0.938,0.266,0.172
42:11.0,-0.934,0.262,0.172
42:11.0,-0.938,0.262,0.172
42:11.0,-0.938,0.262,0.172
42:11.0,-0.938,0.258,0.176
42:11.0,-0.934,0.254,0.172
42:11.1,-0.934,0.254,0.176
42:11.1,-0.938,0.254,0.172
42:11.1,-0.938,0.25,0.172
42:11.1,-0.93,0.254,0.168
42:11.1,-0.93,0.254,0.168
42:11.1,-0.93,0.258,0.172
42:11.1,-0.93,0.254,0.176
42:11.1,-0.934,0.258,0.172
42:11.1,-0.926,0.262,0.172
42:11.1,-0.926,0.262,0.164
42:11.2,-0.926,0.27,0.168
42:11.2,-0.922,0.266,0.172
42:11.2,-0.926,0.266,0.176
42:11.2,-0.926,0.266,0.176
42:11.2,-0.926,0.27,0.176
42:11.2,-0.926,0.27,0.176
42:11.2,-0.93,0.266,0.172
42:11.2,-0.934,0.266,0.168
42:11.2,-0.938,0.258,0.168
42:11.2,-0.938,0.258,0.172
42:11.3,-0.938,0.258,0.168
42:11.3,-0.938,0.258,0.164
42:11.3,-0.938,0.258,0.168
42:11.3,-0.938,0.25,0.168
42:11.3,-0.938,0.25,0.172
42:11.3,-0.938,0.25,0.172
42:11.3,-0.934,0.254,0.176
42:11.3,-0.934,0.258,0.176
42:11.3,-0.938,0.266,0.172
42:11.3,-0.934,0.262,0.172
42:11.4,-0.93,0.262,0.176
42:11.4,-0.934,0.27,0.172
42:11.4,-0.934,0.266,0.172
42:11.4,-0.93,0.262,0.172
42:11.4,-0.926,0.258,0.176
42:11.4,-0.934,0.258,0.172
42:11.4,-0.938,0.258,0.172
42:11.4,-0.934,0.262,0.168
42:11.4,-0.934,0.262,0.172
42:11.4,-0.934,0.27,0.168
42:11.5,-0.93,0.262,0.168
42:11.5,-0.934,0.258,0.168
42:11.5,-0.938,0.254,0.172
42:11.5,-0.938,0.258,0.176
42:11.5,-0.953,0.254,0.176
42:11.5,-0.938,0.258,0.18
42:11.5,-0.938,0.266,0.172
42:11.5,-0.938,0.262,0.172
42:11.5,-0.938,0.262,0.172
42:11.5,-0.934,0.262,0.172
42:11.6,-0.922,0.262,0.176
42:11.6,-0.93,0.262,0.176
42:11.6,-0.934,0.258,0.176
42:11.6,-0.934,0.258,0.168
42:11.6,-0.934,0.254,0.168
42:11.6,-0.934,0.258,0.172
42:11.6,-0.938,0.266,0.172
42:11.6,-0.934,0.273,0.176
42:11.6,-0.938,0.273,0.172
42:11.6,-0.938,0.277,0.172
42:11.7,-0.938,0.27,0.172
42:11.7,-0.938,0.27,0.176
42:11.7,-0.93,0.27,0.176
42:11.7,-0.938,0.266,0.18
42:11.7,-0.938,0.262,0.176
42:11.7,-0.934,0.258,0.176
42:11.7,-0.934,0.262,0.176
42:11.7,-0.934,0.266,0.172
42:11.7,-0.938,0.266,0.172
42:11.7,-0.938,0.27,0.164
42:11.8,-0.934,0.266,0.168
42:11.8,-0.93,0.262,0.172
42:11.8,-0.926,0.262,0.172
42:11.8,-0.922,0.258,0.172
42:11.8,-0.918,0.258,0.172
42:11.8,-0.922,0.258,0.172
42:11.8,-0.918,0.258,0.172
42:11.8,-0.914,0.258,0.172
42:11.8,-0.918,0.254,0.168
42:11.8,-0.926,0.258,0.168
42:11.9,-0.93,0.258,0.168
42:11.9,-0.934,0.258,0.172
42:11.9,-0.93,0.266,0.168
42:11.9,-0.938,0.266,0.168
42:11.9,-0.934,0.273,0.168
42:11.9,-0.938,0.27,0.168
42:11.9,-0.934,0.266,0.164
42:11.9,-0.934,0.27,0.172
42:11.9,-0.938,0.262,0.172
42:11.9,-0.938,0.262,0.176
42:12.0,-0.938,0.258,0.172
42:12.0,-0.93,0.258,0.176
42:12.0,-0.922,0.254,0.168
42:12.0,-0.93,0.25,0.172
42:12.0,-0.945,0.246,0.168
42:12.0,-0.934,0.246,0.172
42:12.0,-0.93,0.25,0.172
42:12.0,-0.922,0.254,0.176
42:12.0,-0.922,0.258,0.176
42:12.0,-0.93,0.258,0.172
42:12.1,-0.934,0.262,0.164
42:12.1,-0.941,0.266,0.16
42:12.1,-0.941,0.27,0.164
42:12.1,-0.941,0.273,0.164
42:12.1,-0.941,0.285,0.16
42:12.1,-0.938,0.289,0.156
42:12.1,-0.934,0.285,0.168
42:12.1,-0.93,0.289,0.168
42:12.1,-0.934,0.289,0.172
42:12.1,-0.934,0.277,0.176
42:12.2,-0.934,0.27,0.18
42:12.2,-0.938,0.262,0.18
42:12.2,-0.93,0.258,0.184
42:12.2,-0.934,0.258,0.184
42:12.2,-0.941,0.254,0.184
42:12.2,-0.941,0.254,0.18
42:12.2,-0.941,0.254,0.176
42:12.2,-0.934,0.262,0.172
42:12.2,-0.93,0.27,0.168
42:12.2,-0.93,0.273,0.16
42:12.3,-0.93,0.266,0.16
42:12.3,-0.934,0.262,0.156
42:12.3,-0.938,0.262,0.156
42:12.3,-0.934,0.27,0.156
42:12.3,-0.93,0.273,0.16
42:12.3,-0.93,0.273,0.164
42:12.3,-0.938,0.277,0.172
42:12.3,-0.93,0.277,0.176
42:12.3,-0.926,0.273,0.18
42:12.3,-0.926,0.277,0.176
42:12.4,-0.922,0.266,0.18
42:12.4,-0.926,0.262,0.176
42:12.4,-0.93,0.262,0.176
42:12.4,-0.922,0.262,0.176
42:12.4,-0.926,0.262,0.172
42:12.4,-0.93,0.258,0.172
42:12.4,-0.93,0.258,0.168
42:12.4,-0.926,0.262,0.168
42:12.4,-0.926,0.27,0.172
42:12.4,-0.934,0.27,0.172
42:12.5,-0.938,0.262,0.172
42:12.5,-0.934,0.266,0.176
42:12.5,-0.938,0.266,0.172
42:12.5,-0.938,0.27,0.172
42:12.5,-0.949,0.277,0.164
42:12.5,-0.941,0.266,0.176
42:12.5,-0.938,0.266,0.176
42:12.5,-0.934,0.273,0.176
42:12.5,-0.93,0.273,0.176
42:12.5,-0.926,0.277,0.168
42:12.6,-0.926,0.273,0.168
42:12.6,-0.93,0.266,0.172
42:12.6,-0.93,0.258,0.168
42:12.6,-0.934,0.258,0.168
42:12.6,-0.93,0.25,0.172
42:12.6,-0.93,0.246,0.168
42:12.6,-0.93,0.242,0.168
42:12.6,-0.938,0.246,0.168
42:12.6,-0.938,0.246,0.172
42:12.6,-0.938,0.25,0.176
42:12.7,-0.941,0.254,0.176
42:12.7,-0.941,0.27,0.176
42:12.7,-0.93,0.281,0.176
42:12.7,-0.93,0.293,0.176
42:12.7,-0.934,0.297,0.176
42:12.7,-0.926,0.297,0.176
42:12.7,-0.922,0.297,0.176
42:12.7,-0.922,0.293,0.172
42:12.7,-0.926,0.293,0.172
42:12.7,-0.926,0.285,0.172
42:12.8,-0.926,0.285,0.168
42:12.8,-0.922,0.277,0.168
42:12.8,-0.922,0.27,0.164
42:12.8,-0.922,0.254,0.164
42:12.8,-0.918,0.246,0.172
42:12.8,-0.914,0.238,0.176
42:12.8,-0.91,0.23,0.18
42:12.8,-0.918,0.238,0.184
42:12.8,-0.922,0.246,0.184
42:12.8,-0.926,0.25,0.18
42:12.9,-0.934,0.258,0.176
42:12.9,-0.938,0.266,0.176
42:12.9,-0.949,0.27,0.176
42:12.9,-0.945,0.273,0.172
42:12.9,-0.941,0.285,0.172
42:12.9,-0.938,0.289,0.172
42:12.9,-0.938,0.293,0.168
42:12.9,-0.934,0.293,0.16
42:12.9,-0.938,0.293,0.168
42:12.9,-0.938,0.285,0.172
42:13.0,-0.934,0.27,0.18
42:13.0,-0.926,0.258,0.184
42:13.0,-0.926,0.258,0.188
42:13.0,-0.926,0.262,0.18
42:13.0,-0.934,0.27,0.176
42:13.0,-0.934,0.262,0.176
42:13.0,-0.934,0.262,0.176
42:13.0,-0.938,0.266,0.176
42:13.0,-0.93,0.27,0.172
42:13.1,-0.93,0.27,0.172
42:13.1,-0.926,0.27,0.172
42:13.1,-0.926,0.273,0.168
42:13.1,-0.93,0.27,0.168
42:13.1,-0.934,0.27,0.164
42:13.1,-0.93,0.273,0.164
42:13.1,-0.922,0.285,0.164
42:13.1,-0.922,0.289,0.16
42:13.1,-0.918,0.293,0.16
42:13.1,-0.918,0.289,0.164
42:13.1,-0.922,0.285,0.172
42:13.2,-0.918,0.285,0.176
42:13.2,-0.914,0.289,0.18
42:13.2,-0.914,0.285,0.18
42:13.2,-0.918,0.281,0.18
42:13.2,-0.922,0.281,0.176
42:13.2,-0.918,0.273,0.176
42:13.2,-0.922,0.27,0.172
42:13.2,-0.922,0.27,0.172
42:13.2,-0.934,0.273,0.168
42:13.2,-0.938,0.273,0.168
42:13.3,-0.938,0.273,0.168
42:13.3,-0.938,0.277,0.172
42:13.3,-0.938,0.266,0.172
42:13.3,-0.941,0.266,0.176
42:13.3,-0.945,0.258,0.176
42:13.3,-0.941,0.258,0.172
42:13.3,-0.934,0.258,0.172
42:13.3,-0.934,0.258,0.176
42:13.3,-0.934,0.258,0.176
42:13.3,-0.938,0.258,0.172
42:13.4,-0.93,0.258,0.172
42:13.4,-0.922,0.258,0.176
42:13.4,-0.922,0.262,0.172
42:13.4,-0.922,0.262,0.176
42:13.4,-0.926,0.27,0.176
42:13.4,-0.93,0.273,0.176
42:13.4,-0.938,0.27,0.176
42:13.4,-0.938,0.27,0.176
42:13.4,-0.941,0.27,0.172
42:13.4,-0.938,0.273,0.176
42:13.5,-0.93,0.277,0.168
42:13.5,-0.926,0.273,0.168
42:13.5,-0.926,0.273,0.172
42:13.5,-0.93,0.262,0.172
42:13.5,-0.938,0.262,0.176
42:13.5,-0.93,0.258,0.176
42:13.5,-0.93,0.254,0.172
42:13.5,-0.926,0.254,0.172
42:13.5,-0.926,0.258,0.172
42:13.5,-0.93,0.254,0.172
42:13.6,-0.934,0.262,0.176
42:13.6,-0.938,0.273,0.172
42:13.6,-0.934,0.273,0.176
42:13.6,-0.926,0.27,0.176
42:13.6,-0.922,0.273,0.176
42:13.6,-0.926,0.27,0.176
42:13.6,-0.926,0.27,0.176
42:13.6,-0.922,0.273,0.176
42:13.6,-0.926,0.27,0.176
42:13.6,-0.926,0.273,0.172
42:13.7,-0.926,0.27,0.172
42:13.7,-0.926,0.27,0.168
42:13.7,-0.926,0.27,0.172
42:13.7,-0.93,0.266,0.172
42:13.7,-0.926,0.262,0.172
42:13.7,-0.926,0.27,0.172
42:13.7,-0.93,0.266,0.176
42:13.7,-0.926,0.273,0.176
42:13.7,-0.926,0.277,0.172
42:13.7,-0.93,0.277,0.168
42:13.8,-0.93,0.281,0.172
42:13.8,-0.926,0.281,0.176
42:13.8,-0.926,0.277,0.176
42:13.8,-0.926,0.273,0.18
42:13.8,-0.926,0.273,0.18
42:13.8,-0.926,0.27,0.176
42:13.8,-0.926,0.273,0.176
42:13.8,-0.926,0.281,0.172
42:13.8,-0.93,0.281,0.176
42:13.8,-0.934,0.273,0.176
42:13.9,-0.93,0.27,0.176
42:13.9,-0.93,0.27,0.176
42:13.9,-0.934,0.27,0.176
42:13.9,-0.934,0.273,0.176
42:13.9,-0.938,0.27,0.172
42:13.9,-0.934,0.277,0.172
42:13.9,-0.926,0.281,0.172
42:13.9,-0.922,0.281,0.176
42:13.9,-0.93,0.277,0.176
42:13.9,-0.93,0.273,0.18
42:14.0,-0.926,0.277,0.176
42:14.0,-0.934,0.262,0.18
42:14.0,-0.934,0.266,0.172
42:14.0,-0.934,0.273,0.172
42:14.0,-0.938,0.281,0.168
42:14.0,-0.93,0.273,0.168
42:14.0,-0.93,0.273,0.164
42:14.0,-0.922,0.273,0.164
42:14.0,-0.922,0.277,0.172
42:14.0,-0.918,0.273,0.172
42:14.1,-0.918,0.27,0.176
42:14.1,-0.918,0.266,0.176
42:14.1,-0.926,0.262,0.176
42:14.1,-0.926,0.262,0.176
42:14.1,-0.934,0.266,0.176
42:14.1,-0.934,0.273,0.176
42:14.1,-0.93,0.273,0.184
42:14.1,-0.93,0.273,0.184
42:14.1,-0.934,0.273,0.18
42:14.1,-0.934,0.27,0.176
42:14.2,-0.934,0.273,0.176
42:14.2,-0.93,0.27,0.176
42:14.2,-0.93,0.27,0.176
42:14.2,-0.926,0.27,0.18
42:14.2,-0.926,0.273,0.176
42:14.2,-0.926,0.27,0.18
42:14.2,-0.926,0.266,0.18
42:14.2,-0.926,0.266,0.18
42:14.2,-0.926,0.266,0.18
42:14.2,-0.93,0.262,0.176
42:14.3,-0.926,0.27,0.176
42:14.3,-0.93,0.27,0.172
42:14.3,-0.93,0.258,0.164
42:14.3,-0.926,0.258,0.168
42:14.3,-0.934,0.25,0.172
42:14.3,-0.934,0.258,0.176
42:14.3,-0.934,0.266,0.176
42:14.3,-0.938,0.27,0.176
42:14.3,-0.941,0.277,0.164
42:14.3,-0.941,0.277,0.164
42:14.4,-0.945,0.273,0.16
42:14.4,-0.945,0.27,0.164
42:14.4,-0.949,0.266,0.168
42:14.4,-0.949,0.258,0.172
42:14.4,-0.945,0.254,0.172
42:14.4,-0.949,0.254,0.172
42:14.4,-0.945,0.254,0.176
42:14.4,-0.949,0.25,0.172
42:14.4,-0.941,0.254,0.172
42:14.4,-0.938,0.254,0.176
42:14.5,-0.941,0.254,0.18
42:14.5,-0.941,0.254,0.18
42:14.5,-0.938,0.262,0.176
42:14.5,-0.93,0.27,0.184
42:14.5,-0.934,0.285,0.18
42:14.5,-0.922,0.281,0.176
42:14.5,-0.914,0.281,0.168
42:14.5,-0.914,0.281,0.16
42:14.5,-0.918,0.27,0.16
42:14.5,-0.93,0.262,0.172
42:14.6,-0.926,0.262,0.172
42:14.6,-0.922,0.266,0.176
42:14.6,-0.914,0.27,0.18
42:14.6,-0.91,0.27,0.184
42:14.6,-0.91,0.277,0.18
42:14.6,-0.918,0.277,0.184
42:14.6,-0.922,0.273,0.184
42:14.6,-0.922,0.27,0.188
42:14.6,-0.914,0.262,0.188
42:14.6,-0.914,0.258,0.18
42:14.7,-0.922,0.242,0.18
42:14.7,-0.926,0.238,0.172
42:14.7,-0.934,0.23,0.168
42:14.7,-0.938,0.227,0.164
42:14.7,-0.938,0.223,0.168
42:14.7,-0.941,0.215,0.176
